UserID,UserName,Artist,Album,Genre,SongTitle,ReviewText,Score,Rating,Sentiment
U865,Drew,Adele,Reputation,Classical,Firelight,Absolutely loved this track! It's been on repeat all day.,87,4,Positive
U866,Taylor,Adele,El Último Tour,Pop,Fragments,Mediocre experience. Had potential but didn't quite deliver.,25,1,Negative
U867,Taylor,BTS,Reflections,Rock,Euphoria,Weak production and uninspired lyrics.,9,1,Negative
U868,Morgan,Radiohead,25,R&B,Heartbeat,Really disappointing. Expected much more.,22,1,Negative
U869,Drew,Fleetwood Mac,Reputation,Jazz,Fragments,Weak production and uninspired lyrics.,52,2,Neutral
U870,Jamie,Radiohead,AM,Rock,Firelight,Not my taste at all. Felt repetitive and dull.,24,1,Negative
U871,Casey,Fleetwood Mac,Reputation,K-Pop,Nightfall,Not my taste at all. Felt repetitive and dull.,53,2,Neutral
U872,Drew,Radiohead,No Tears Left,Jazz,Nightfall,Not my taste at all. Felt repetitive and dull.,28,1,Negative
U873,Jamie,Kendrick Lamar,Dark Side of the Moon,R&B,Heartbeat,Absolutely loved this track! It's been on repeat all day.,88,4,Positive
U874,Riley,Billie Eilish,No Tears Left,Pop,Firelight,Not my taste at all. Felt repetitive and dull.,23,1,Negative
U875,Quinn,Radiohead,Echoes,Reggaeton,Nightfall,Weak production and uninspired lyrics.,5,1,Negative
U876,Taylor,Shakira,Reputation,R&B,Nightfall,Weak production and uninspired lyrics.,17,1,Negative
U877,Morgan,BTS,Dark Side of the Moon,Electronic,Dreamscape,A brilliant composition. The vocals and beats are top-notch.,85,4,Positive
U878,Drew,Bad Bunny,Dark Side of the Moon,Jazz,Heartbeat,Absolutely loved this track! It's been on repeat all day.,98,5,Positive
U879,Casey,BTS,25,Classical,Heartbeat,Not my taste at all. Felt repetitive and dull.,16,1,Negative
U880,Alex,Fleetwood Mac,Random Access Memories,Reggaeton,Dreamscape,"It's okay. Not my favorite, but not bad either.",50,2,Neutral
U881,Casey,Bad Bunny,Random Access Memories,Pop,Heartbeat,Weak production and uninspired lyrics.,51,2,Neutral
U882,Taylor,Adele,25,Electronic,Dreamscape,Weak production and uninspired lyrics.,8,1,Negative
U883,Skyler,Shakira,25,Jazz,Fragments,A moving piece of art. Full of emotion and depth.,80,4,Positive
U884,Alex,Fleetwood Mac,Reflections,Electronic,Pulse,Weak production and uninspired lyrics.,21,1,Negative
U885,Casey,Drake,Echoes,R&B,Whispers,A brilliant composition. The vocals and beats are top-notch.,50,2,Neutral
U886,Quinn,Shakira,AM,Electronic,Pulse,Weak production and uninspired lyrics.,40,2,Neutral
U887,Skyler,Arctic Monkeys,Reputation,Indie,Pulse,Weak production and uninspired lyrics.,28,1,Negative
U888,Alex,Shakira,25,Indie,Pulse,A moving piece of art. Full of emotion and depth.,96,5,Positive
U889,Riley,Kendrick Lamar,Reflections,R&B,Firelight,"Some interesting parts, but overall just average.",28,1,Negative
U890,Jamie,Adele,25,K-Pop,Pulse,A brilliant composition. The vocals and beats are top-notch.,51,2,Neutral
U891,Alex,Radiohead,DAMN.,R&B,Dreamscape,Mediocre experience. Had potential but didn't quite deliver.,23,1,Negative
U892,Casey,Shakira,No Tears Left,Jazz,Shadows,Weak production and uninspired lyrics.,19,1,Negative
U893,Alex,Radiohead,Echoes,Hip Hop,Pulse,Really disappointing. Expected much more.,45,2,Neutral
U894,Skyler,Kendrick Lamar,DAMN.,Electronic,Heartbeat,Weak production and uninspired lyrics.,24,1,Negative
U895,Casey,Adele,DAMN.,Hip Hop,Gravity,Weak production and uninspired lyrics.,33,1,Negative
U896,Morgan,Drake,El Último Tour,Hip Hop,Fragments,A moving piece of art. Full of emotion and depth.,74,3,Positive
U897,Riley,Fleetwood Mac,Reflections,R&B,Gravity,Weak production and uninspired lyrics.,62,3,Neutral
U898,Alex,Kendrick Lamar,El Último Tour,Jazz,Pulse,A moving piece of art. Full of emotion and depth.,93,5,Positive
U899,Drew,Billie Eilish,AM,Hip Hop,Fragments,Not my taste at all. Felt repetitive and dull.,37,1,Negative
U900,Jordan,Shakira,Random Access Memories,R&B,Dreamscape,Weak production and uninspired lyrics.,46,2,Neutral
U901,Casey,Radiohead,Reputation,K-Pop,Nightfall,Really disappointing. Expected much more.,23,1,Negative
U902,Quinn,Radiohead,Echoes,Indie,Shadows,A brilliant composition. The vocals and beats are top-notch.,94,5,Positive
U903,Jamie,Adele,El Último Tour,Pop,Shadows,Not my taste at all. Felt repetitive and dull.,7,1,Negative
U904,Taylor,Drake,No Tears Left,Rock,Euphoria,A brilliant composition. The vocals and beats are top-notch.,97,5,Positive
U905,Quinn,Shakira,25,Jazz,Dreamscape,"It's okay. Not my favorite, but not bad either.",29,1,Negative
U906,Quinn,Adele,Random Access Memories,K-Pop,Shadows,Not my taste at all. Felt repetitive and dull.,26,1,Negative
U907,Casey,Kendrick Lamar,AM,Hip Hop,Firelight,Weak production and uninspired lyrics.,27,1,Negative
U908,Jordan,BTS,25,R&B,Nightfall,Absolutely loved this track! It's been on repeat all day.,77,4,Positive
U909,Alex,Fleetwood Mac,AM,R&B,Heartbeat,A brilliant composition. The vocals and beats are top-notch.,100,5,Positive
U910,Skyler,Drake,25,K-Pop,Gravity,Really disappointing. Expected much more.,7,1,Negative
U911,Casey,Kendrick Lamar,DAMN.,Indie,Pulse,Weak production and uninspired lyrics.,62,3,Neutral
U912,Jordan,Radiohead,Echoes,Reggaeton,Fragments,Weak production and uninspired lyrics.,17,1,Negative
U913,Drew,Fleetwood Mac,Echoes,Jazz,Dreamscape,Absolutely loved this track! It's been on repeat all day.,83,4,Positive
U914,Casey,Drake,No Tears Left,Indie,Gravity,A brilliant composition. The vocals and beats are top-notch.,98,5,Positive
U915,Skyler,BTS,AM,Hip Hop,Fragments,Not my taste at all. Felt repetitive and dull.,1,1,Negative
U916,Alex,Drake,Reflections,Reggaeton,Euphoria,Not my taste at all. Felt repetitive and dull.,44,2,Neutral
U917,Jordan,Bad Bunny,Reputation,R&B,Fragments,Weak production and uninspired lyrics.,33,1,Negative
U918,Riley,BTS,Echoes,Rock,Pulse,Weak production and uninspired lyrics.,48,2,Neutral
U919,Alex,Shakira,Random Access Memories,Pop,Heartbeat,A brilliant composition. The vocals and beats are top-notch.,52,2,Neutral
U920,Jamie,Arctic Monkeys,DAMN.,Hip Hop,Heartbeat,Absolutely loved this track! It's been on repeat all day.,73,3,Positive
U921,Quinn,Shakira,No Tears Left,Classical,Fragments,"Some interesting parts, but overall just average.",57,2,Neutral
U922,Drew,Shakira,AM,Pop,Gravity,Not my taste at all. Felt repetitive and dull.,17,1,Negative
U923,Taylor,Radiohead,25,Pop,Gravity,A moving piece of art. Full of emotion and depth.,53,2,Neutral
U924,Riley,Kendrick Lamar,Echoes,Pop,Gravity,"It's okay. Not my favorite, but not bad either.",21,1,Negative
U925,Jamie,Kendrick Lamar,Dark Side of the Moon,R&B,Dreamscape,A brilliant composition. The vocals and beats are top-notch.,61,3,Neutral
U926,Skyler,Billie Eilish,No Tears Left,K-Pop,Dreamscape,Absolutely loved this track! It's been on repeat all day.,67,3,Neutral
U927,Drew,Fleetwood Mac,No Tears Left,Jazz,Shadows,Really disappointing. Expected much more.,32,1,Negative
U928,Jamie,Arctic Monkeys,Echoes,Indie,Firelight,"It's okay. Not my favorite, but not bad either.",28,1,Negative
U929,Riley,BTS,Echoes,Jazz,Whispers,A moving piece of art. Full of emotion and depth.,73,3,Positive
U930,Casey,Drake,Echoes,Reggaeton,Whispers,Weak production and uninspired lyrics.,1,1,Negative
U931,Skyler,Arctic Monkeys,No Tears Left,Rock,Dreamscape,Weak production and uninspired lyrics.,56,2,Neutral
U932,Morgan,Adele,Random Access Memories,Jazz,Dreamscape,Really disappointing. Expected much more.,11,1,Negative
U933,Alex,Shakira,Random Access Memories,Reggaeton,Nightfall,Not my taste at all. Felt repetitive and dull.,42,2,Neutral
U934,Morgan,Drake,DAMN.,K-Pop,Dreamscape,Absolutely loved this track! It's been on repeat all day.,60,3,Neutral
U935,Taylor,Bad Bunny,25,R&B,Euphoria,Really disappointing. Expected much more.,38,1,Negative
U936,Morgan,Fleetwood Mac,Echoes,Reggaeton,Dreamscape,Mediocre experience. Had potential but didn't quite deliver.,32,1,Negative
U937,Morgan,Drake,Reputation,Pop,Whispers,A brilliant composition. The vocals and beats are top-notch.,73,3,Positive
U938,Quinn,Drake,Dark Side of the Moon,Rock,Firelight,Not my taste at all. Felt repetitive and dull.,20,1,Negative
U939,Riley,Drake,Dark Side of the Moon,Classical,Whispers,Really disappointing. Expected much more.,32,1,Negative
U940,Quinn,Billie Eilish,Reputation,Rock,Firelight,Absolutely loved this track! It's been on repeat all day.,71,3,Positive
U941,Drew,Billie Eilish,El Último Tour,K-Pop,Shadows,Weak production and uninspired lyrics.,2,1,Negative
U942,Riley,BTS,El Último Tour,K-Pop,Gravity,A moving piece of art. Full of emotion and depth.,62,3,Neutral
U943,Quinn,Radiohead,25,Hip Hop,Firelight,A brilliant composition. The vocals and beats are top-notch.,97,5,Positive
U944,Casey,Bad Bunny,AM,Electronic,Euphoria,Absolutely loved this track! It's been on repeat all day.,84,4,Positive
U945,Alex,Kendrick Lamar,25,Electronic,Heartbeat,Weak production and uninspired lyrics.,9,1,Negative
U946,Quinn,Shakira,DAMN.,Indie,Euphoria,A moving piece of art. Full of emotion and depth.,59,2,Neutral
U947,Morgan,BTS,Reputation,Reggaeton,Pulse,Really disappointing. Expected much more.,48,2,Neutral
U948,Riley,Radiohead,Random Access Memories,Pop,Fragments,Not my taste at all. Felt repetitive and dull.,42,2,Neutral
U949,Drew,Billie Eilish,Reputation,Jazz,Heartbeat,"It's okay. Not my favorite, but not bad either.",44,2,Neutral
U950,Quinn,Drake,Dark Side of the Moon,Classical,Firelight,"It's okay. Not my favorite, but not bad either.",8,1,Negative
U951,Skyler,Arctic Monkeys,El Último Tour,K-Pop,Nightfall,Weak production and uninspired lyrics.,31,1,Negative
U952,Jordan,Radiohead,Random Access Memories,Classical,Pulse,Really disappointing. Expected much more.,58,2,Neutral
U953,Skyler,BTS,Echoes,Pop,Shadows,A moving piece of art. Full of emotion and depth.,80,4,Positive
U954,Alex,Drake,Random Access Memories,Electronic,Shadows,Really disappointing. Expected much more.,41,2,Neutral
U955,Alex,BTS,DAMN.,R&B,Gravity,"Some interesting parts, but overall just average.",11,1,Negative
U956,Quinn,BTS,El Último Tour,Indie,Shadows,"Some interesting parts, but overall just average.",59,2,Neutral
U957,Riley,Shakira,Dark Side of the Moon,Hip Hop,Firelight,Absolutely loved this track! It's been on repeat all day.,63,3,Neutral
U958,Alex,Fleetwood Mac,Dark Side of the Moon,K-Pop,Fragments,A moving piece of art. Full of emotion and depth.,53,2,Neutral
U959,Jordan,Billie Eilish,No Tears Left,Jazz,Fragments,"Some interesting parts, but overall just average.",54,2,Neutral
U960,Riley,Billie Eilish,Echoes,Rock,Fragments,Not my taste at all. Felt repetitive and dull.,9,1,Negative
U961,Taylor,Arctic Monkeys,Dark Side of the Moon,R&B,Gravity,A moving piece of art. Full of emotion and depth.,53,2,Neutral
U962,Skyler,Arctic Monkeys,Reflections,Jazz,Whispers,"Some interesting parts, but overall just average.",47,2,Neutral
U963,Casey,Billie Eilish,El Último Tour,Indie,Dreamscape,Really disappointing. Expected much more.,4,1,Negative
U964,Taylor,Billie Eilish,Reputation,Pop,Euphoria,A brilliant composition. The vocals and beats are top-notch.,76,4,Positive
U965,Quinn,Bad Bunny,Reflections,Classical,Dreamscape,A moving piece of art. Full of emotion and depth.,60,3,Neutral
U966,Quinn,Billie Eilish,Reflections,Jazz,Fragments,Not my taste at all. Felt repetitive and dull.,32,1,Negative
U967,Alex,Arctic Monkeys,Random Access Memories,Classical,Whispers,Not my taste at all. Felt repetitive and dull.,37,1,Negative
U968,Skyler,Bad Bunny,Reputation,Reggaeton,Heartbeat,Absolutely loved this track! It's been on repeat all day.,67,3,Neutral
U969,Morgan,Adele,25,Hip Hop,Pulse,Not my taste at all. Felt repetitive and dull.,57,2,Neutral
U970,Skyler,Billie Eilish,Reputation,Hip Hop,Pulse,Absolutely loved this track! It's been on repeat all day.,77,4,Positive
U971,Morgan,Bad Bunny,25,R&B,Pulse,Absolutely loved this track! It's been on repeat all day.,79,4,Positive
U972,Quinn,BTS,Reflections,R&B,Dreamscape,"Some interesting parts, but overall just average.",35,1,Negative
U973,Jordan,Arctic Monkeys,Random Access Memories,R&B,Whispers,Weak production and uninspired lyrics.,15,1,Negative
U974,Skyler,Adele,No Tears Left,Indie,Dreamscape,Weak production and uninspired lyrics.,49,2,Neutral
U975,Morgan,Bad Bunny,DAMN.,R&B,Whispers,Weak production and uninspired lyrics.,19,1,Negative
U976,Skyler,Fleetwood Mac,AM,Hip Hop,Shadows,A moving piece of art. Full of emotion and depth.,82,4,Positive
U977,Quinn,Kendrick Lamar,Echoes,Pop,Nightfall,Really disappointing. Expected much more.,57,2,Neutral
U978,Skyler,Adele,Echoes,K-Pop,Gravity,"It's okay. Not my favorite, but not bad either.",41,2,Neutral
U979,Morgan,Kendrick Lamar,El Último Tour,Rock,Whispers,Absolutely loved this track! It's been on repeat all day.,77,4,Positive
U980,Drew,Arctic Monkeys,DAMN.,Classical,Gravity,Not my taste at all. Felt repetitive and dull.,63,3,Neutral
U981,Casey,Radiohead,AM,Jazz,Heartbeat,"It's okay. Not my favorite, but not bad either.",8,1,Negative
U982,Jordan,Adele,Dark Side of the Moon,Hip Hop,Gravity,Weak production and uninspired lyrics.,43,2,Neutral
U983,Drew,Billie Eilish,El Último Tour,Reggaeton,Fragments,"Some interesting parts, but overall just average.",6,1,Negative
U984,Morgan,Adele,DAMN.,Pop,Heartbeat,A moving piece of art. Full of emotion and depth.,81,4,Positive
U985,Taylor,Shakira,El Último Tour,Classical,Euphoria,Weak production and uninspired lyrics.,37,1,Negative
U986,Morgan,Arctic Monkeys,DAMN.,Indie,Fragments,"It's okay. Not my favorite, but not bad either.",10,1,Negative
U987,Riley,Adele,DAMN.,Electronic,Fragments,Absolutely loved this track! It's been on repeat all day.,63,3,Neutral
U988,Morgan,Adele,No Tears Left,Pop,Euphoria,Absolutely loved this track! It's been on repeat all day.,98,5,Positive
U989,Jamie,Billie Eilish,Reputation,Reggaeton,Heartbeat,A brilliant composition. The vocals and beats are top-notch.,99,5,Positive
U990,Jordan,Drake,DAMN.,Pop,Whispers,"It's okay. Not my favorite, but not bad either.",41,2,Neutral
U991,Jamie,Billie Eilish,Reflections,Reggaeton,Whispers,Weak production and uninspired lyrics.,43,2,Neutral
U992,Morgan,Bad Bunny,El Último Tour,Indie,Shadows,A moving piece of art. Full of emotion and depth.,67,3,Neutral
U993,Jamie,Bad Bunny,Reflections,Rock,Pulse,Weak production and uninspired lyrics.,64,3,Neutral
U994,Skyler,Billie Eilish,25,K-Pop,Gravity,Absolutely loved this track! It's been on repeat all day.,97,5,Positive
U995,Riley,Drake,No Tears Left,Electronic,Euphoria,Mediocre experience. Had potential but didn't quite deliver.,65,3,Neutral
U996,Skyler,Arctic Monkeys,Reputation,Classical,Pulse,"Some interesting parts, but overall just average.",24,1,Negative
U997,Skyler,Shakira,No Tears Left,Electronic,Dreamscape,Absolutely loved this track! It's been on repeat all day.,65,3,Neutral
U998,Jamie,Adele,Reputation,Indie,Shadows,Absolutely loved this track! It's been on repeat all day.,79,4,Positive
U999,Skyler,Drake,Random Access Memories,Hip Hop,Firelight,A brilliant composition. The vocals and beats are top-notch.,95,5,Positive
U1000,Quinn,Arctic Monkeys,DAMN.,Classical,Euphoria,A moving piece of art. Full of emotion and depth.,82,4,Positive
U1001,Jordan,Shakira,Random Access Memories,Pop,Nightfall,Weak production and uninspired lyrics.,56,2,Neutral
U1002,Casey,Bad Bunny,Reflections,R&B,Gravity,Weak production and uninspired lyrics.,62,3,Neutral
U1003,Jordan,Billie Eilish,AM,K-Pop,Whispers,Absolutely loved this track! It's been on repeat all day.,63,3,Neutral
U1004,Taylor,BTS,El Último Tour,K-Pop,Whispers,Not my taste at all. Felt repetitive and dull.,64,3,Neutral
U1005,Jamie,Adele,Reputation,Jazz,Whispers,Weak production and uninspired lyrics.,62,3,Neutral
U1006,Jamie,Fleetwood Mac,25,Electronic,Pulse,Really disappointing. Expected much more.,45,2,Neutral
U1007,Drew,Arctic Monkeys,Reputation,Pop,Pulse,A brilliant composition. The vocals and beats are top-notch.,79,4,Positive
U1008,Casey,Arctic Monkeys,No Tears Left,Pop,Dreamscape,Weak production and uninspired lyrics.,23,1,Negative
U1009,Drew,BTS,Reputation,Classical,Pulse,Absolutely loved this track! It's been on repeat all day.,64,3,Neutral
U1010,Jamie,Kendrick Lamar,El Último Tour,K-Pop,Heartbeat,A brilliant composition. The vocals and beats are top-notch.,54,2,Neutral
U1011,Morgan,BTS,No Tears Left,K-Pop,Heartbeat,Really disappointing. Expected much more.,55,2,Neutral
U1012,Quinn,Fleetwood Mac,No Tears Left,Indie,Nightfall,A moving piece of art. Full of emotion and depth.,69,3,Neutral
U1013,Morgan,Bad Bunny,DAMN.,Indie,Euphoria,Not my taste at all. Felt repetitive and dull.,36,1,Negative
U1014,Quinn,Bad Bunny,Reputation,Rock,Fragments,A brilliant composition. The vocals and beats are top-notch.,78,4,Positive
U1015,Jordan,Bad Bunny,DAMN.,Reggaeton,Heartbeat,Mediocre experience. Had potential but didn't quite deliver.,22,1,Negative
U1016,Riley,Fleetwood Mac,DAMN.,Reggaeton,Pulse,A moving piece of art. Full of emotion and depth.,67,3,Neutral
U1017,Alex,Shakira,Dark Side of the Moon,Reggaeton,Dreamscape,Mediocre experience. Had potential but didn't quite deliver.,57,2,Neutral
U1018,Drew,Adele,Random Access Memories,Hip Hop,Firelight,"It's okay. Not my favorite, but not bad either.",0,1,Negative
U1019,Taylor,Arctic Monkeys,DAMN.,Jazz,Heartbeat,Mediocre experience. Had potential but didn't quite deliver.,17,1,Negative
U1020,Drew,Drake,Random Access Memories,Classical,Fragments,Absolutely loved this track! It's been on repeat all day.,63,3,Neutral
U1021,Quinn,Drake,DAMN.,Indie,Nightfall,Absolutely loved this track! It's been on repeat all day.,78,4,Positive
U1022,Jamie,Drake,Dark Side of the Moon,Rock,Shadows,A brilliant composition. The vocals and beats are top-notch.,53,2,Neutral
U1023,Morgan,Bad Bunny,Reflections,Jazz,Pulse,Weak production and uninspired lyrics.,27,1,Negative
U1024,Jamie,Radiohead,El Último Tour,K-Pop,Heartbeat,A brilliant composition. The vocals and beats are top-notch.,73,3,Positive
U1025,Morgan,Billie Eilish,No Tears Left,Classical,Pulse,Absolutely loved this track! It's been on repeat all day.,71,3,Positive
U1026,Riley,Adele,Random Access Memories,K-Pop,Whispers,A brilliant composition. The vocals and beats are top-notch.,56,2,Neutral
U1027,Morgan,Shakira,El Último Tour,Reggaeton,Pulse,Absolutely loved this track! It's been on repeat all day.,95,5,Positive
U1028,Jamie,BTS,DAMN.,Hip Hop,Whispers,Absolutely loved this track! It's been on repeat all day.,92,5,Positive
U1029,Drew,Billie Eilish,DAMN.,Rock,Pulse,Weak production and uninspired lyrics.,57,2,Neutral
U1030,Jordan,Kendrick Lamar,No Tears Left,K-Pop,Shadows,A brilliant composition. The vocals and beats are top-notch.,73,3,Positive
U1031,Riley,Arctic Monkeys,DAMN.,Classical,Nightfall,Really disappointing. Expected much more.,19,1,Negative
U1032,Jordan,Bad Bunny,25,Indie,Heartbeat,Weak production and uninspired lyrics.,64,3,Neutral
U1033,Riley,Bad Bunny,El Último Tour,R&B,Heartbeat,"It's okay. Not my favorite, but not bad either.",30,1,Negative
U1034,Morgan,Fleetwood Mac,Dark Side of the Moon,Hip Hop,Firelight,Weak production and uninspired lyrics.,41,2,Neutral
U1035,Jordan,Arctic Monkeys,AM,K-Pop,Dreamscape,Not my taste at all. Felt repetitive and dull.,7,1,Negative
U1036,Skyler,Shakira,DAMN.,Indie,Nightfall,Weak production and uninspired lyrics.,60,3,Neutral
U1037,Drew,Arctic Monkeys,AM,R&B,Fragments,Really disappointing. Expected much more.,15,1,Negative
U1038,Casey,Billie Eilish,Dark Side of the Moon,Rock,Euphoria,A moving piece of art. Full of emotion and depth.,77,4,Positive
U1039,Morgan,Arctic Monkeys,Dark Side of the Moon,Reggaeton,Pulse,Weak production and uninspired lyrics.,52,2,Neutral
U1040,Morgan,Shakira,DAMN.,Pop,Nightfall,Weak production and uninspired lyrics.,61,3,Neutral
U1041,Casey,Radiohead,Echoes,Jazz,Shadows,"Some interesting parts, but overall just average.",36,1,Negative
U1042,Casey,Radiohead,AM,Electronic,Nightfall,Not my taste at all. Felt repetitive and dull.,57,2,Neutral
U1043,Casey,Radiohead,No Tears Left,Electronic,Nightfall,A brilliant composition. The vocals and beats are top-notch.,86,4,Positive
U1044,Riley,Bad Bunny,Reflections,Jazz,Nightfall,Really disappointing. Expected much more.,17,1,Negative
U1045,Morgan,Shakira,Echoes,K-Pop,Nightfall,A brilliant composition. The vocals and beats are top-notch.,90,5,Positive
U1046,Drew,Adele,Dark Side of the Moon,Electronic,Whispers,Weak production and uninspired lyrics.,14,1,Negative
U1047,Casey,BTS,AM,Jazz,Gravity,Not my taste at all. Felt repetitive and dull.,49,2,Neutral
U1048,Casey,Shakira,25,Rock,Dreamscape,A brilliant composition. The vocals and beats are top-notch.,85,4,Positive
U1049,Skyler,Arctic Monkeys,Dark Side of the Moon,Hip Hop,Euphoria,"Some interesting parts, but overall just average.",23,1,Negative
U1050,Casey,Arctic Monkeys,25,Hip Hop,Heartbeat,"It's okay. Not my favorite, but not bad either.",2,1,Negative
U1051,Morgan,Radiohead,Dark Side of the Moon,Pop,Euphoria,Mediocre experience. Had potential but didn't quite deliver.,2,1,Negative
U1052,Quinn,Billie Eilish,Random Access Memories,Hip Hop,Euphoria,Not my taste at all. Felt repetitive and dull.,41,2,Neutral
U1053,Alex,Radiohead,25,Classical,Dreamscape,Weak production and uninspired lyrics.,44,2,Neutral
U1054,Skyler,BTS,25,Indie,Nightfall,Absolutely loved this track! It's been on repeat all day.,60,3,Neutral
U1055,Jamie,Billie Eilish,Echoes,Hip Hop,Fragments,Weak production and uninspired lyrics.,35,1,Negative
U1056,Riley,Adele,Random Access Memories,Indie,Euphoria,Not my taste at all. Felt repetitive and dull.,12,1,Negative
U1057,Jordan,Fleetwood Mac,Reflections,Electronic,Shadows,Absolutely loved this track! It's been on repeat all day.,80,4,Positive
U1058,Riley,BTS,Echoes,Classical,Pulse,Absolutely loved this track! It's been on repeat all day.,69,3,Neutral
U1059,Morgan,BTS,Random Access Memories,R&B,Shadows,A brilliant composition. The vocals and beats are top-notch.,82,4,Positive
U1060,Alex,Billie Eilish,Reputation,Classical,Euphoria,Really disappointing. Expected much more.,15,1,Negative
U1061,Skyler,Arctic Monkeys,DAMN.,K-Pop,Euphoria,Weak production and uninspired lyrics.,31,1,Negative
U1062,Jamie,Fleetwood Mac,Reputation,Indie,Euphoria,"Some interesting parts, but overall just average.",40,2,Neutral
U1063,Jordan,BTS,No Tears Left,Indie,Dreamscape,"Some interesting parts, but overall just average.",14,1,Negative
U1064,Riley,Bad Bunny,El Último Tour,R&B,Pulse,Really disappointing. Expected much more.,29,1,Negative
U1065,Drew,Radiohead,No Tears Left,Classical,Whispers,A moving piece of art. Full of emotion and depth.,81,4,Positive
U1066,Riley,Shakira,No Tears Left,Electronic,Nightfall,"Some interesting parts, but overall just average.",52,2,Neutral
U1067,Drew,BTS,Random Access Memories,Electronic,Firelight,Absolutely loved this track! It's been on repeat all day.,88,4,Positive
U1068,Jamie,BTS,AM,Rock,Nightfall,Really disappointing. Expected much more.,0,1,Negative
U1069,Drew,Fleetwood Mac,DAMN.,Jazz,Heartbeat,Really disappointing. Expected much more.,16,1,Negative
U1070,Jamie,Kendrick Lamar,AM,Reggaeton,Gravity,"Some interesting parts, but overall just average.",42,2,Neutral
U1071,Taylor,Bad Bunny,AM,Reggaeton,Dreamscape,Not my taste at all. Felt repetitive and dull.,57,2,Neutral
U1072,Casey,Shakira,Random Access Memories,Jazz,Whispers,Really disappointing. Expected much more.,28,1,Negative
U1073,Jordan,Billie Eilish,25,Electronic,Fragments,A moving piece of art. Full of emotion and depth.,68,3,Neutral
U1074,Morgan,Shakira,DAMN.,Indie,Nightfall,Absolutely loved this track! It's been on repeat all day.,54,2,Neutral
U1075,Alex,Adele,Reputation,Jazz,Firelight,Absolutely loved this track! It's been on repeat all day.,70,3,Positive
U1076,Alex,Drake,El Último Tour,Electronic,Nightfall,Weak production and uninspired lyrics.,33,1,Negative
U1077,Quinn,Drake,25,Reggaeton,Nightfall,Weak production and uninspired lyrics.,61,3,Neutral
U1078,Taylor,BTS,Random Access Memories,R&B,Whispers,Absolutely loved this track! It's been on repeat all day.,82,4,Positive
U1079,Skyler,Billie Eilish,El Último Tour,Pop,Nightfall,Mediocre experience. Had potential but didn't quite deliver.,31,1,Negative
U1080,Drew,Adele,No Tears Left,Indie,Gravity,Weak production and uninspired lyrics.,14,1,Negative
U1081,Taylor,Kendrick Lamar,Reputation,Hip Hop,Gravity,Weak production and uninspired lyrics.,33,1,Negative
U1082,Jamie,Adele,Echoes,Pop,Gravity,A brilliant composition. The vocals and beats are top-notch.,78,4,Positive
U1083,Quinn,Kendrick Lamar,Reflections,Jazz,Nightfall,A moving piece of art. Full of emotion and depth.,84,4,Positive
U1084,Morgan,Billie Eilish,Echoes,Hip Hop,Nightfall,"Some interesting parts, but overall just average.",3,1,Negative
U1085,Drew,Arctic Monkeys,Reflections,K-Pop,Dreamscape,Not my taste at all. Felt repetitive and dull.,26,1,Negative
U1086,Alex,Fleetwood Mac,Random Access Memories,Hip Hop,Fragments,Really disappointing. Expected much more.,5,1,Negative
U1087,Casey,Kendrick Lamar,DAMN.,Indie,Gravity,Weak production and uninspired lyrics.,22,1,Negative
U1088,Taylor,Bad Bunny,Echoes,Pop,Firelight,A brilliant composition. The vocals and beats are top-notch.,100,5,Positive
U1089,Skyler,Radiohead,El Último Tour,K-Pop,Nightfall,Not my taste at all. Felt repetitive and dull.,58,2,Neutral
U1090,Skyler,Arctic Monkeys,No Tears Left,Reggaeton,Firelight,"Some interesting parts, but overall just average.",44,2,Neutral
U1091,Morgan,Radiohead,Random Access Memories,Hip Hop,Gravity,Not my taste at all. Felt repetitive and dull.,60,3,Neutral
U1092,Jordan,Adele,Reflections,Hip Hop,Gravity,Really disappointing. Expected much more.,36,1,Negative
U1093,Jamie,Kendrick Lamar,DAMN.,Reggaeton,Pulse,Really disappointing. Expected much more.,37,1,Negative
U1094,Riley,Adele,Dark Side of the Moon,Electronic,Gravity,Weak production and uninspired lyrics.,56,2,Neutral
U1095,Drew,Drake,Reflections,Rock,Firelight,Mediocre experience. Had potential but didn't quite deliver.,39,1,Negative
U1096,Alex,Billie Eilish,AM,Hip Hop,Euphoria,Not my taste at all. Felt repetitive and dull.,49,2,Neutral
U1097,Skyler,Radiohead,25,R&B,Nightfall,Absolutely loved this track! It's been on repeat all day.,97,5,Positive
U1098,Quinn,Drake,Dark Side of the Moon,Hip Hop,Gravity,A moving piece of art. Full of emotion and depth.,74,3,Positive
U1099,Alex,Drake,No Tears Left,Reggaeton,Dreamscape,Really disappointing. Expected much more.,45,2,Neutral
U1100,Taylor,Adele,25,Pop,Fragments,A brilliant composition. The vocals and beats are top-notch.,54,2,Neutral
U1101,Jordan,Arctic Monkeys,Dark Side of the Moon,Pop,Shadows,Weak production and uninspired lyrics.,34,1,Negative
U1102,Jordan,Billie Eilish,DAMN.,Indie,Gravity,"Some interesting parts, but overall just average.",24,1,Negative
U1103,Jordan,Adele,Reflections,Electronic,Gravity,"It's okay. Not my favorite, but not bad either.",6,1,Negative
U1104,Casey,Bad Bunny,Dark Side of the Moon,Rock,Dreamscape,"Some interesting parts, but overall just average.",3,1,Negative
